                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.5479,                 1.0196,                 1.0072,                0.50942,                0.34877,                0.36638,                0.20789,                 1.4305,                0.89179,                0.93164,               0.004984,               0.004984,               0.004984
                    155,                 1.5573,                  1.029,                 1.0102,                0.50894,                0.35219,                0.36717,                0.20906,                 1.4286,                0.89107,                0.93106,               0.004951,               0.004951,               0.004951
                    156,                 1.5423,                 1.0125,                 1.0062,                0.50863,                0.35338,                0.36731,                0.20867,                 1.4292,                0.89072,                 0.9312,               0.004918,               0.004918,               0.004918
                    157,                 1.5447,                 1.0155,                 1.0061,                0.50925,                0.35515,                0.36848,                0.20875,                 1.4305,                0.89004,                0.93136,               0.004885,               0.004885,               0.004885
                    158,                 1.5408,                 1.0103,                 1.0047,                 0.5092,                0.35434,                0.36837,                0.20917,                 1.4301,                0.88939,                0.93133,               0.004852,               0.004852,               0.004852
                    159,                 1.5489,                 1.0182,                 1.0073,                0.50652,                 0.3554,                0.36894,                0.20946,                 1.4301,                0.88957,                0.93117,               0.004819,               0.004819,               0.004819
                    160,                 1.5478,                 1.0165,                 1.0057,                0.51369,                0.35395,                0.36943,                0.20944,                 1.4296,                0.88852,                0.93114,               0.004786,               0.004786,               0.004786
                    161,                 1.5449,                 1.0138,                 1.0066,                0.50725,                0.35945,                 0.3695,                0.20979,                 1.4284,                0.88662,                0.93106,               0.004753,               0.004753,               0.004753
                    162,                 1.5404,                 1.0056,                 1.0038,                0.51677,                0.35585,                0.36998,                 0.2098,                 1.4281,                0.88678,                0.93091,                0.00472,                0.00472,                0.00472
                    163,                 1.5386,                 1.0067,                 1.0057,                0.51341,                0.35347,                0.36986,                0.20959,                 1.4274,                0.88669,                0.93044,               0.004687,               0.004687,               0.004687
                    164,                 1.5439,                 1.0087,                 1.0061,                 0.5138,                0.35605,                0.37137,                0.21008,                 1.4276,                  0.887,                0.93039,               0.004654,               0.004654,               0.004654
                    165,                 1.5388,                 1.0062,                 1.0038,                0.51205,                0.35669,                0.37142,                0.21032,                 1.4278,                0.88584,                0.93023,               0.004621,               0.004621,               0.004621
                    166,                 1.5404,                 1.0091,                 1.0053,                0.51278,                0.35649,                0.37195,                0.21057,                 1.4269,                0.88597,                0.92999,               0.004588,               0.004588,               0.004588
                    167,                 1.5362,                 1.0055,                 1.0045,                0.51155,                0.35532,                0.37144,                0.21035,                 1.4277,                0.88622,                0.92996,               0.004555,               0.004555,               0.004555
                    168,                 1.5451,                 1.0095,                 1.0054,                0.51238,                0.35592,                0.37174,                0.21054,                 1.4275,                0.88536,                0.92987,               0.004522,               0.004522,               0.004522
                    169,                 1.5398,                 1.0055,                 1.0039,                0.51034,                0.35627,                0.37169,                0.21033,                 1.4275,                0.88542,                0.92973,               0.004489,               0.004489,               0.004489
                    170,                 1.5403,                 1.0049,                 1.0063,                0.51154,                  0.355,                0.37108,                0.20997,                 1.4273,                0.88517,                0.92972,               0.004456,               0.004456,               0.004456
                    171,                   1.54,                  1.002,                 1.0038,                0.50796,                0.35445,                0.37106,                0.21011,                 1.4273,                 0.8852,                0.92949,               0.004423,               0.004423,               0.004423
                    172,                 1.5357,                 1.0009,                 1.0044,                0.51381,                0.35426,                0.37166,                0.21022,                 1.4281,                0.88504,                0.92957,                0.00439,                0.00439,                0.00439
                    173,                 1.5423,                 1.0055,                 1.0039,                0.51712,                0.35342,                0.37161,                0.21044,                 1.4281,                0.88463,                0.92966,               0.004357,               0.004357,               0.004357
                    174,                 1.5344,                0.99836,                 1.0027,                0.52096,                0.35263,                0.37203,                0.21064,                 1.4284,                0.88485,                0.92981,               0.004324,               0.004324,               0.004324
                    175,                  1.538,                 1.0017,                 1.0034,                0.51801,                0.35476,                0.37192,                0.21046,                 1.4281,                0.88394,                0.92963,               0.004291,               0.004291,               0.004291
                    176,                 1.5338,                 1.0025,                 1.0019,                0.51918,                0.35635,                0.37224,                0.21065,                 1.4277,                0.88379,                0.92954,               0.004258,               0.004258,               0.004258
                    177,                 1.5332,                0.99715,                 1.0027,                0.51788,                0.35643,                0.37218,                 0.2103,                 1.4275,                0.88303,                 0.9295,               0.004225,               0.004225,               0.004225
                    178,                 1.5305,                0.99707,                 1.0026,                0.52421,                0.35374,                 0.3719,                0.21031,                 1.4273,                0.88285,                0.92933,               0.004192,               0.004192,               0.004192
                    179,                 1.5346,                0.99828,                 1.0007,                0.52259,                0.35328,                0.37231,                0.21058,                 1.4269,                0.88223,                0.92919,               0.004159,               0.004159,               0.004159
                    180,                 1.5266,                0.99413,                 1.0026,                 0.5236,                0.35394,                0.37273,                0.21086,                 1.4267,                0.88233,                0.92917,               0.004126,               0.004126,               0.004126
                    181,                 1.5298,                0.99593,                 1.0004,                 0.5276,                  0.353,                0.37303,                0.21093,                 1.4266,                0.88192,                0.92926,               0.004093,               0.004093,               0.004093
                    182,                 1.5347,                0.99973,                 1.0014,                0.52636,                0.35337,                0.37339,                0.21111,                 1.4263,                0.88208,                0.92924,                0.00406,                0.00406,                0.00406
                    183,                 1.5333,                0.99792,                  1.001,                0.52273,                0.35424,                0.37302,                  0.211,                  1.426,                0.88178,                0.92917,               0.004027,               0.004027,               0.004027
                    184,                 1.5275,                0.99118,                 1.0003,                0.52353,                0.35343,                  0.373,                0.21089,                 1.4258,                0.88191,                0.92916,               0.003994,               0.003994,               0.003994
                    185,                   1.53,                 0.9945,                 1.0018,                0.52024,                0.35453,                 0.3735,                0.21092,                 1.4253,                0.88225,                0.92907,               0.003961,               0.003961,               0.003961
                    186,                  1.531,                0.99692,                 1.0004,                0.51798,                0.35455,                0.37352,                0.21092,                 1.4255,                0.88162,                0.92919,               0.003928,               0.003928,               0.003928
                    187,                 1.5282,                0.99167,                0.99913,                0.52188,                0.35333,                0.37331,                0.21081,                 1.4256,                0.88222,                0.92918,               0.003895,               0.003895,               0.003895
                    188,                   1.53,                0.99121,                0.99988,                0.52336,                 0.3531,                0.37368,                0.21087,                 1.4257,                0.88215,                0.92913,               0.003862,               0.003862,               0.003862
                    189,                 1.5306,                0.98919,                 1.0008,                0.52271,                0.35391,                0.37358,                0.21089,                 1.4259,                0.88133,                0.92919,               0.003829,               0.003829,               0.003829
                    190,                 1.5263,                0.98854,                0.99916,                0.52335,                 0.3551,                0.37423,                0.21104,                 1.4259,                 0.8817,                0.92912,               0.003796,               0.003796,               0.003796
                    191,                 1.5177,                0.98203,                 1.0002,                0.52238,                0.35602,                0.37446,                0.21112,                 1.4262,                0.88137,                0.92926,               0.003763,               0.003763,               0.003763
                    192,                 1.5308,                0.98741,                0.99864,                0.52535,                0.35623,                0.37476,                0.21158,                 1.4266,                0.88156,                0.92942,                0.00373,                0.00373,                0.00373
                    193,                 1.5212,                 0.9807,                0.99826,                0.52866,                0.35548,                0.37474,                0.21165,                 1.4269,                0.88165,                0.92933,               0.003697,               0.003697,               0.003697
                    194,                 1.5245,                0.98557,                0.99989,                0.52427,                0.35618,                0.37443,                0.21175,                 1.4271,                0.88214,                0.92938,               0.003664,               0.003664,               0.003664
                    195,                 1.5222,                0.98414,                0.99769,                0.52387,                  0.356,                0.37486,                0.21167,                 1.4267,                0.88185,                0.92934,               0.003631,               0.003631,               0.003631
                    196,                 1.5223,                0.98285,                0.99984,                0.52602,                0.35542,                0.37507,                0.21168,                 1.4272,                0.88238,                0.92947,               0.003598,               0.003598,               0.003598
                    197,                 1.5248,                0.98279,                0.99759,                0.52517,                0.35516,                 0.3749,                0.21183,                 1.4271,                0.88225,                0.92949,               0.003565,               0.003565,               0.003565
                    198,                 1.5273,                   0.99,                0.99732,                0.52289,                0.35744,                0.37456,                 0.2117,                 1.4274,                0.88255,                0.92958,               0.003532,               0.003532,               0.003532
                    199,                  1.527,                0.98651,                0.99828,                0.52393,                0.35758,                0.37511,                 0.2116,                 1.4269,                0.88167,                0.92953,               0.003499,               0.003499,               0.003499
                    200,                 1.5279,                0.98668,                0.99902,                0.52575,                0.35718,                0.37545,                0.21183,                 1.4272,                0.88143,                0.92955,               0.003466,               0.003466,               0.003466
                    201,                 1.5258,                 0.9839,                0.99691,                0.52463,                0.35749,                0.37561,                  0.212,                  1.427,                0.88161,                0.92941,               0.003433,               0.003433,               0.003433
                    202,                 1.5137,                0.96953,                0.99469,                0.52365,                0.35762,                0.37584,                0.21193,                 1.4269,                0.88107,                0.92939,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.5146,                0.97644,                0.99689,                0.52526,                 0.3567,                 0.3754,                0.21187,                  1.427,                0.88154,                0.92946,               0.003367,               0.003367,               0.003367
                    204,                 1.5202,                 0.9774,                0.99506,                0.52518,                0.35635,                0.37616,                 0.2123,                 1.4265,                0.88095,                 0.9294,               0.003334,               0.003334,               0.003334
                    205,                 1.5185,                0.97833,                0.99762,                 0.5274,                0.35578,                 0.3764,                0.21225,                 1.4263,                0.88069,                0.92932,               0.003301,               0.003301,               0.003301
                    206,                 1.5242,                0.98033,                0.99728,                0.52471,                0.35598,                0.37643,                0.21239,                 1.4265,                 0.8806,                0.92928,               0.003268,               0.003268,               0.003268
                    207,                 1.5321,                0.98468,                0.99929,                 0.5288,                0.35612,                0.37651,                0.21224,                 1.4264,                0.88014,                0.92922,               0.003235,               0.003235,               0.003235
                    208,                 1.5199,                0.97398,                0.99687,                 0.5215,                0.35699,                0.37678,                0.21252,                 1.4256,                0.88021,                0.92905,               0.003202,               0.003202,               0.003202
                    209,                 1.5249,                0.98051,                0.99813,                  0.524,                0.35628,                0.37684,                0.21273,                 1.4253,                0.87983,                0.92898,               0.003169,               0.003169,               0.003169
                    210,                 1.5241,                0.97816,                0.99936,                0.52561,                 0.3556,                0.37646,                0.21253,                  1.425,                0.87989,                0.92899,               0.003136,               0.003136,               0.003136
                    211,                 1.5138,                0.96464,                0.99716,                0.52347,                0.35719,                0.37718,                0.21271,                 1.4246,                0.88002,                0.92886,               0.003103,               0.003103,               0.003103
                    212,                 1.5219,                0.97228,                0.99554,                0.52576,                0.35618,                0.37707,                0.21276,                 1.4245,                0.87952,                0.92881,                0.00307,                0.00307,                0.00307
                    213,                 1.5212,                0.97017,                0.99509,                 0.5278,                0.35511,                0.37723,                0.21279,                 1.4244,                0.87974,                0.92876,               0.003037,               0.003037,               0.003037
                    214,                 1.5218,                0.97221,                0.99475,                0.52864,                0.35682,                0.37764,                0.21294,                 1.4246,                0.87995,                0.92884,               0.003004,               0.003004,               0.003004
                    215,                 1.5206,                0.97226,                0.99701,                0.52896,                0.35647,                0.37801,                0.21301,                 1.4242,                0.88002,                0.92875,               0.002971,               0.002971,               0.002971
                    216,                 1.5221,                0.97213,                0.99553,                0.52858,                0.35761,                0.37826,                0.21295,                 1.4245,                0.87992,                0.92876,               0.002938,               0.002938,               0.002938
                    217,                 1.5197,                0.97333,                0.99548,                0.52578,                0.35752,                0.37807,                0.21313,                 1.4243,                0.87982,                0.92862,               0.002905,               0.002905,               0.002905
                    218,                 1.5146,                0.96801,                0.99409,                0.52673,                0.35786,                 0.3785,                0.21335,                 1.4242,                0.87969,                0.92869,               0.002872,               0.002872,               0.002872
                    219,                 1.5111,                0.96511,                 0.9935,                0.52664,                0.35733,                0.37784,                0.21321,                 1.4241,                0.87986,                0.92873,               0.002839,               0.002839,               0.002839
                    220,                  1.516,                0.96675,                 0.9954,                0.52744,                0.35798,                0.37826,                0.21337,                 1.4238,                0.88001,                0.92869,               0.002806,               0.002806,               0.002806
                    221,                 1.5184,                0.96766,                0.99514,                0.52867,                0.35798,                0.37839,                0.21335,                 1.4234,                0.88009,                0.92862,               0.002773,               0.002773,               0.002773
                    222,                 1.5125,                0.96284,                0.99315,                0.52921,                0.35761,                0.37823,                0.21325,                 1.4233,                0.87953,                0.92861,                0.00274,                0.00274,                0.00274
                    223,                 1.5097,                0.96189,                0.99456,                0.52844,                0.35764,                0.37836,                0.21343,                 1.4233,                0.87987,                0.92861,               0.002707,               0.002707,               0.002707
                    224,                  1.515,                0.96422,                0.99353,                0.52989,                 0.3577,                0.37882,                0.21363,                 1.4233,                0.87941,                0.92868,               0.002674,               0.002674,               0.002674
                    225,                 1.5103,                0.95909,                0.99438,                0.52922,                0.35721,                 0.3786,                0.21372,                 1.4231,                0.87923,                0.92871,               0.002641,               0.002641,               0.002641
                    226,                 1.5073,                  0.956,                0.99265,                0.53187,                0.35636,                0.37816,                0.21377,                 1.4233,                0.87918,                0.92875,               0.002608,               0.002608,               0.002608
                    227,                 1.5153,                0.96687,                0.99325,                0.53028,                0.35728,                 0.3787,                0.21379,                  1.423,                0.87923,                0.92881,               0.002575,               0.002575,               0.002575
                    228,                  1.509,                0.95786,                 0.9933,                0.53026,                0.35738,                0.37886,                0.21366,                 1.4233,                0.87919,                0.92887,               0.002542,               0.002542,               0.002542
                    229,                 1.5135,                0.96426,                0.99604,                0.53047,                0.35617,                 0.3788,                0.21364,                 1.4231,                0.87905,                0.92887,               0.002509,               0.002509,               0.002509
                    230,                 1.5171,                0.96094,                0.99124,                0.52957,                0.35681,                0.37877,                0.21389,                  1.423,                 0.8791,                0.92885,               0.002476,               0.002476,               0.002476
                    231,                 1.5178,                0.96543,                0.99381,                0.53032,                0.35684,                  0.379,                0.21379,                 1.4231,                0.87956,                0.92891,               0.002443,               0.002443,               0.002443
                    232,                 1.5061,                0.95565,                0.99183,                0.53061,                0.35701,                0.37893,                0.21382,                 1.4228,                0.87919,                 0.9288,                0.00241,                0.00241,                0.00241
                    233,                 1.5062,                0.95784,                0.99185,                0.53343,                0.35646,                 0.3789,                 0.2139,                  1.423,                0.87934,                0.92883,               0.002377,               0.002377,               0.002377
                    234,                 1.5145,                0.96233,                0.99133,                0.53446,                0.35669,                0.37924,                0.21383,                 1.4225,                0.87932,                0.92877,               0.002344,               0.002344,               0.002344
                    235,                 1.5066,                0.95473,                0.99176,                0.53389,                0.35642,                0.37935,                0.21387,                  1.423,                0.87919,                0.92876,               0.002311,               0.002311,               0.002311
                    236,                 1.5129,                0.96116,                0.99352,                0.53552,                0.35621,                0.37954,                0.21402,                 1.4229,                 0.8794,                 0.9288,               0.002278,               0.002278,               0.002278
                    237,                 1.5207,                 0.9654,                0.99414,                0.53469,                0.35672,                0.37973,                0.21388,                 1.4232,                0.87968,                 0.9288,               0.002245,               0.002245,               0.002245
                    238,                 1.5075,                0.95806,                0.99284,                0.53676,                 0.3559,                0.37966,                0.21391,                  1.423,                0.87955,                0.92886,               0.002212,               0.002212,               0.002212
                    239,                 1.5122,                0.95867,                0.99169,                0.53699,                0.35592,                0.37952,                0.21404,                  1.423,                 0.8791,                0.92888,               0.002179,               0.002179,               0.002179
                    240,                 1.5087,                 0.9549,                0.99171,                0.53602,                0.35537,                0.37957,                0.21399,                 1.4233,                0.87916,                0.92895,               0.002146,               0.002146,               0.002146
                    241,                 1.5159,                0.96314,                0.99384,                0.53681,                0.35545,                 0.3795,                0.21396,                 1.4233,                0.87923,                0.92898,               0.002113,               0.002113,               0.002113
                    242,                 1.5026,                0.95171,                 0.9943,                 0.5361,                0.35558,                 0.3797,                0.21417,                 1.4229,                0.87858,                0.92894,                0.00208,                0.00208,                0.00208
                    243,                 1.4982,                0.94736,                0.99028,                0.53499,                0.35569,                0.37957,                0.21397,                 1.4229,                 0.8789,                0.92892,               0.002047,               0.002047,               0.002047
                    244,                 1.5046,                0.94725,                0.99062,                0.53504,                0.35636,                0.37992,                0.21434,                  1.423,                0.87864,                0.92899,               0.002014,               0.002014,               0.002014
                    245,                  1.502,                0.94782,                0.99013,                 0.5362,                0.35605,                 0.3801,                0.21437,                 1.4232,                0.87848,                0.92899,               0.001981,               0.001981,               0.001981
                    246,                  1.499,                0.94788,                 0.9917,                0.53624,                0.35619,                0.37991,                0.21433,                  1.423,                0.87866,                0.92901,               0.001948,               0.001948,               0.001948
                    247,                 1.5021,                0.94416,                0.98914,                0.53566,                 0.3558,                0.38003,                0.21446,                 1.4233,                0.87864,                0.92903,               0.001915,               0.001915,               0.001915
                    248,                 1.4989,                0.94447,                0.99114,                 0.5372,                0.35508,                0.38007,                0.21451,                 1.4231,                0.87791,                0.92911,               0.001882,               0.001882,               0.001882
                    249,                  1.504,                0.94688,                0.98949,                0.53756,                0.35557,                0.38014,                0.21474,                 1.4231,                0.87789,                0.92902,               0.001849,               0.001849,               0.001849
                    250,                 1.5032,                0.94653,                0.98945,                0.53563,                0.35626,                0.38041,                0.21462,                 1.4229,                0.87787,                0.92904,               0.001816,               0.001816,               0.001816
                    251,                 1.5003,                0.94728,                0.99056,                0.53817,                0.35577,                0.38025,                0.21469,                 1.4233,                0.87811,                0.92913,               0.001783,               0.001783,               0.001783
                    252,                 1.4989,                0.94231,                0.98901,                 0.5361,                 0.3563,                0.38017,                0.21476,                 1.4233,                0.87819,                 0.9291,                0.00175,                0.00175,                0.00175
                    253,                 1.4965,                0.94093,                0.98777,                0.53646,                0.35584,                0.38046,                0.21478,                 1.4233,                0.87811,                0.92921,               0.001717,               0.001717,               0.001717
                    254,                 1.5041,                0.94669,                0.98781,                0.53634,                0.35572,                0.38036,                0.21488,                 1.4235,                0.87772,                0.92917,               0.001684,               0.001684,               0.001684
                    255,                 1.4897,                0.93429,                0.98774,                0.53504,                 0.3563,                0.38066,                0.21495,                 1.4235,                0.87785,                0.92917,               0.001651,               0.001651,               0.001651
                    256,                 1.4996,                0.94012,                0.98788,                0.53545,                0.35624,                0.38041,                0.21504,                 1.4236,                0.87795,                0.92919,               0.001618,               0.001618,               0.001618
                    257,                 1.4978,                0.93779,                0.98779,                0.53701,                 0.3567,                0.38055,                0.21494,                 1.4241,                0.87767,                0.92928,               0.001585,               0.001585,               0.001585
                    258,                 1.4996,                0.94348,                0.98827,                0.53813,                0.35671,                0.38086,                0.21496,                  1.424,                0.87779,                0.92922,               0.001552,               0.001552,               0.001552
                    259,                 1.4953,                0.93735,                0.98583,                0.53857,                0.35666,                0.38102,                0.21522,                 1.4239,                0.87782,                0.92915,               0.001519,               0.001519,               0.001519
                    260,                 1.4934,                0.93548,                0.98754,                0.53696,                0.35675,                0.38106,                0.21527,                 1.4239,                0.87769,                0.92918,               0.001486,               0.001486,               0.001486
                    261,                 1.4906,                0.93588,                0.98467,                0.53821,                0.35689,                0.38138,                 0.2153,                 1.4239,                0.87756,                0.92916,               0.001453,               0.001453,               0.001453
                    262,                 1.4958,                0.93574,                0.98652,                 0.5385,                0.35662,                 0.3811,                0.21535,                  1.424,                0.87806,                 0.9292,                0.00142,                0.00142,                0.00142
                    263,                 1.4982,                0.94161,                0.98713,                 0.5371,                0.35662,                0.38097,                0.21527,                 1.4242,                0.87804,                0.92927,               0.001387,               0.001387,               0.001387
                    264,                 1.5014,                0.93638,                0.98704,                0.53766,                0.35661,                 0.3811,                0.21533,                 1.4243,                0.87817,                0.92926,               0.001354,               0.001354,               0.001354
                    265,                 1.4912,                0.93412,                0.98679,                0.53485,                0.35691,                0.38117,                0.21546,                 1.4242,                0.87818,                0.92921,               0.001321,               0.001321,               0.001321
                    266,                 1.4955,                0.93555,                0.98754,                0.53776,                0.35624,                0.38097,                0.21542,                 1.4246,                0.87808,                0.92926,               0.001288,               0.001288,               0.001288
                    267,                  1.497,                0.93256,                0.98625,                0.53385,                0.35705,                0.38104,                0.21559,                 1.4244,                0.87831,                0.92926,               0.001255,               0.001255,               0.001255
                    268,                 1.4871,                0.92712,                0.98505,                0.53464,                0.35707,                0.38092,                0.21561,                 1.4245,                0.87815,                0.92931,               0.001222,               0.001222,               0.001222
                    269,                 1.4924,                0.93215,                0.98514,                0.53547,                0.35708,                0.38122,                0.21556,                 1.4249,                0.87827,                0.92934,               0.001189,               0.001189,               0.001189
                    270,                 1.4849,                 0.9228,                0.98417,                0.53472,                 0.3569,                0.38094,                0.21573,                 1.4251,                 0.8787,                0.92941,               0.001156,               0.001156,               0.001156
                    271,                 1.4839,                0.92775,                0.98546,                0.53534,                 0.3568,                0.38082,                0.21559,                 1.4251,                0.87843,                0.92938,               0.001123,               0.001123,               0.001123
                    272,                  1.485,                0.92774,                0.98558,                0.53559,                0.35671,                0.38084,                0.21576,                 1.4253,                0.87872,                0.92945,                0.00109,                0.00109,                0.00109
                    273,                 1.4874,                0.92895,                0.98621,                0.53661,                0.35677,                0.38078,                0.21578,                 1.4254,                0.87874,                0.92944,               0.001057,               0.001057,               0.001057
                    274,                  1.477,                0.92077,                0.98167,                0.53668,                0.35657,                0.38085,                0.21582,                 1.4252,                0.87867,                0.92942,               0.001024,               0.001024,               0.001024
                    275,                 1.4859,                0.92581,                0.98485,                0.53752,                0.35665,                0.38105,                0.21589,                 1.4252,                0.87871,                0.92943,               0.000991,               0.000991,               0.000991
                    276,                 1.4871,                0.92662,                0.98556,                0.53596,                0.35711,                0.38118,                0.21589,                 1.4253,                0.87868,                0.92937,               0.000958,               0.000958,               0.000958
                    277,                 1.4854,                0.92735,                0.98397,                0.53798,                0.35678,                0.38138,                0.21601,                 1.4251,                0.87864,                0.92944,               0.000925,               0.000925,               0.000925
                    278,                 1.4824,                 0.9252,                0.98428,                0.53929,                0.35726,                0.38171,                0.21587,                 1.4252,                0.87844,                0.92944,               0.000892,               0.000892,               0.000892
                    279,                 1.4765,                0.92075,                0.98128,                0.53842,                0.35712,                0.38179,                0.21589,                  1.425,                0.87868,                0.92939,               0.000859,               0.000859,               0.000859
                    280,                 1.4837,                 0.9246,                0.98357,                0.53877,                0.35691,                0.38185,                0.21584,                 1.4251,                0.87865,                0.92936,               0.000826,               0.000826,               0.000826
                    281,                 1.4753,                0.91681,                0.98377,                0.53908,                 0.3558,                0.38121,                0.21565,                 1.4252,                0.87878,                0.92936,               0.000793,               0.000793,               0.000793
                    282,                  1.478,                0.91711,                0.98255,                0.53803,                0.35628,                0.38191,                0.21581,                 1.4252,                0.87882,                0.92933,                0.00076,                0.00076,                0.00076
                    283,                 1.4755,                   0.92,                0.98294,                0.53771,                0.35645,                0.38192,                0.21592,                  1.425,                0.87921,                0.92931,               0.000727,               0.000727,               0.000727
                    284,                 1.4734,                0.91296,                 0.9816,                0.53773,                0.35662,                0.38193,                0.21592,                 1.4253,                0.87907,                0.92931,               0.000694,               0.000694,               0.000694
                    285,                 1.4674,                0.91328,                0.97807,                0.53969,                0.35594,                0.38194,                0.21594,                 1.4253,                0.87928,                0.92931,               0.000661,               0.000661,               0.000661
                    286,                 1.4756,                0.91733,                0.98017,                0.53995,                0.35561,                  0.382,                0.21583,                 1.4253,                0.87965,                0.92926,               0.000628,               0.000628,               0.000628
                    287,                 1.4693,                0.91613,                0.97917,                0.54054,                0.35563,                0.38199,                0.21585,                 1.4255,                0.87935,                0.92932,               0.000595,               0.000595,               0.000595
                    288,                 1.4742,                0.91774,                0.98187,                0.54104,                0.35528,                 0.3821,                0.21605,                 1.4255,                0.87928,                0.92925,               0.000562,               0.000562,               0.000562
                    289,                 1.4732,                0.91404,                0.98147,                0.53946,                0.35534,                0.38216,                0.21603,                 1.4255,                0.87917,                0.92928,               0.000529,               0.000529,               0.000529
                    290,                 1.4717,                0.91361,                0.98115,                0.54098,                0.35595,                0.38235,                0.21598,                 1.4257,                0.87957,                0.92932,               0.000496,               0.000496,               0.000496
                    291,                  1.477,                0.91723,                0.97866,                0.54078,                0.35603,                0.38232,                0.21608,                 1.4259,                0.87948,                0.92931,               0.000463,               0.000463,               0.000463
                    292,                 1.4718,                0.91295,                0.98208,                0.53921,                0.35671,                0.38206,                0.21623,                 1.4261,                0.87948,                0.92934,                0.00043,                0.00043,                0.00043
                    293,                 1.4685,                0.90778,                0.98027,                 0.5398,                0.35695,                0.38246,                0.21618,                 1.4258,                0.87923,                0.92893,               0.000397,               0.000397,               0.000397
                    294,                 1.4636,                0.90049,                0.97939,                0.53653,                0.35761,                 0.3824,                0.21597,                 1.4259,                0.87981,                 0.9289,               0.000364,               0.000364,               0.000364
                    295,                 1.4653,                0.90805,                0.97832,                 0.5367,                0.35808,                0.38221,                0.21595,                 1.4261,                0.88005,                0.92893,               0.000331,               0.000331,               0.000331
                    296,                 1.4696,                0.90855,                0.97939,                 0.5362,                0.35765,                0.38191,                0.21592,                 1.4262,                0.87987,                0.92899,               0.000298,               0.000298,               0.000298
                    297,                 1.4598,                0.90217,                0.97707,                0.53452,                0.35823,                0.38188,                0.21594,                  1.426,                0.88006,                0.92895,               0.000265,               0.000265,               0.000265
                    298,                 1.4584,                0.89871,                0.97894,                0.53429,                0.35865,                0.38218,                 0.2159,                 1.4258,                0.87961,                0.92888,               0.000232,               0.000232,               0.000232
                    299,                 1.4619,                0.90018,                0.97847,                0.53249,                0.35995,                0.38221,                0.21595,                 1.4257,                0.87944,                0.92885,               0.000199,               0.000199,               0.000199
                    300,                 1.4627,                0.89782,                0.97704,                0.53377,                 0.3585,                0.38217,                  0.216,                 1.4258,                0.87965,                0.92881,               0.000166,               0.000166,               0.000166
